school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,awarDistinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,D,A,22,Subject Content 9 for Art,Assessment Area 9 for Art,12.2,36.24,90,77.37,73,0.85,99.3,23,2.54,96.91,33,97,W,52,2,87,39,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,A,A,6,Subject Content 10 for Art,Assessment Area 10 for Art,92,60.43,94,72.2,29,69.83,72.95,68,90.66,10.33,5,71,W,88,54,60,59,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,C,A,1,Subject Content 1 for Art,Assessment Area 1 for Art,54.74,42.85,76,4.25,64,48.95,97.32,26,91.17,79.67,79,20,W,4,91,96,93,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,D,C,5,Subject Content 2 for Art,Assessment Area 2 for Art,10.35,82.96,73,90.78,41,60.04,67.84,92,22.13,96.96,71,42,W,47,89,87,87,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,B,19,Subject Content 3 for Art,Assessment Area 3 for Art,76.06,78.55,30,62.36,79,40.33,2.97,78,52.17,66.52,96,57,W,48,6,79,39,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,C,8,Subject Content 4 for Art,Assessment Area 4 for Art,88.34,55.64,69,64.87,46,11.28,78.21,39,60.22,0.34,43,37,W,74,90,49,69,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,C,B,13,Subject Content 5 for Art,Assessment Area 5 for Art,3.49,83.71,13,89.06,47,56.05,18.48,34,20.75,39.31,8,58,W,65,20,89,22,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,A,B,24,Subject Content 6 for Art,Assessment Area 6 for Art,44.81,12.62,38,59.86,70,25.73,5.78,91,5.05,38.21,94,24,W,83,47,87,46,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,D,B,3,Subject Content 7 for Art,Assessment Area 7 for Art,69.11,99.14,74,1.55,20,82.75,44.79,26,67.1,12.68,90,59,W,8,36,79,2,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,A,D,9,Subject Content 8 for Art,Assessment Area 8 for Art,48.55,37.16,71,36.92,76,57.16,30.46,79,94.91,23.4,87,6,W,87,75,62,38,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,C,25,Subject Content 9 for Art,Assessment Area 9 for Art,69.19,87.63,93,80.12,99,67.47,87.49,94,21.33,9.59,1,25,W,69,94,73,39,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,A,21,Subject Content 10 for Art,Assessment Area 10 for Art,16.45,16.84,100,75.05,14,36.68,62.03,29,5.35,11.11,20,87,W,34,74,81,74,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,C,D,10,Subject Content 1 for Art,Assessment Area 1 for Art,86.48,35.7,46,84.14,63,31.83,46.93,37,99.98,95.43,97,23,W,16,16,19,52,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,D,A,18,Subject Content 2 for Art,Assessment Area 2 for Art,34.15,54.57,69,89.03,73,83.45,57.87,94,17.2,70.86,20,31,W,48,91,90,96,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,B,4,Subject Content 3 for Art,Assessment Area 3 for Art,5.52,64.09,37,12.05,71,38.34,57.03,48,7.25,73.5,43,97,W,90,66,100,18,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,D,B,20,Subject Content 4 for Art,Assessment Area 4 for Art,33.51,26.61,38,44.3,61,76.16,72.93,88,50.38,1.72,60,57,W,45,86,14,98,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Art,B,D,14,Subject Content 5 for Art,Assessment Area 5 for Art,64.79,68.99,23,54.83,92,55.17,47.8,31,30.99,61.62,11,92,W,63,60,4,69,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,D,17,Subject Content 1 for Music,Assessment Area 1 for Music,42.04,21.67,73,17.02,62,56.76,90.6,73,2.48,92.26,15,67,W,52,20,92,13,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,Z,18,Subject Content 2 for Music,Assessment Area 2 for Music,98.74,66.64,63,5.28,67,72.19,95.81,56,14.41,60.02,61,47,W,31,88,79,15,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,D,2,Subject Content 3 for Music,Assessment Area 3 for Music,17.93,10.63,60,91.87,23,50.84,81.27,15,33.27,3.21,5,9,W,82,2,50,100,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,D,14,Subject Content 4 for Music,Assessment Area 4 for Music,96.84,63.35,99,39.01,80,31.15,64.12,92,75.86,63.6,63,74,W,17,51,46,74,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,B,5,Subject Content 5 for Music,Assessment Area 5 for Music,88.66,43.27,50,75.4,99,43.62,89.02,55,74.25,3.85,22,21,W,62,43,97,7,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,D,23,Subject Content 6 for Music,Assessment Area 6 for Music,21.47,79.32,27,61.75,22,63.87,2.86,100,94.35,59.15,3,13,W,90,61,18,50,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,B,D,6,Subject Content 7 for Music,Assessment Area 7 for Music,55.59,19.25,72,77.29,63,58.6,42.29,46,13.36,74.26,76,54,W,24,83,72,24,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,B,Z,1,Subject Content 8 for Music,Assessment Area 8 for Music,83.51,3.8,37,34.36,86,87.22,30.94,94,6.68,69.86,32,8,W,57,46,29,36,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,C,15,Subject Content 9 for Music,Assessment Area 9 for Music,41.48,37.71,79,9.02,23,29.35,65.58,56,2.62,28.22,78,66,W,38,37,52,38,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,C,8,Subject Content 10 for Music,Assessment Area 10 for Music,12.58,74.95,12,39.87,88,82.44,14.88,90,9.83,33.88,2,42,W,32,74,15,62,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,C,19,Subject Content 1 for Music,Assessment Area 1 for Music,59.65,7.05,64,75.94,39,91.45,38.04,36,6.32,50.14,94,28,W,60,43,58,52,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,B,20,Subject Content 2 for Music,Assessment Area 2 for Music,43.25,93.43,18,44.82,10,32.19,31.56,10,33,41.78,76,86,W,60,7,33,67,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,B,A,13,Subject Content 3 for Music,Assessment Area 3 for Music,64.64,18.68,69,78.01,50,37.84,25.98,15,21.22,63.79,50,42,W,2,44,7,66,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,D,21,Subject Content 4 for Music,Assessment Area 4 for Music,54.74,29.27,65,69.34,86,59.69,64.94,72,79.8,69.32,96,52,W,14,32,81,13,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,D,12,Subject Content 5 for Music,Assessment Area 5 for Music,88.44,61.33,73,68.71,70,10.99,57.79,83,51.11,40.83,48,35,W,48,6,67,52,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,C,10,Subject Content 6 for Music,Assessment Area 6 for Music,33.5,23.1,19,81.34,48,99.33,6.73,63,62.46,6.34,94,76,W,24,51,55,4,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,C,B,24,Subject Content 7 for Music,Assessment Area 7 for Music,42.9,91.96,81,46.33,65,90.49,33.99,94,41.96,67.92,83,91,W,97,50,49,2,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,C,22,Subject Content 8 for Music,Assessment Area 8 for Music,4.77,15.13,39,82.86,55,51.52,98.13,13,1.13,97.1,21,81,W,23,39,71,25,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,A,25,Subject Content 9 for Music,Assessment Area 9 for Music,94.84,21.73,53,43.42,93,39.13,78.75,51,31.73,2.7,22,17,W,82,37,64,78,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,B,A,4,Subject Content 10 for Music,Assessment Area 10 for Music,55.9,31.18,79,39.21,65,17.71,87.23,50,98.79,10.14,27,52,W,90,72,26,78,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,Z,7,Subject Content 1 for Music,Assessment Area 1 for Music,96.02,59.08,60,75.91,16,81.62,12.97,61,9.24,31.13,90,96,W,88,51,32,3,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,D,9,Subject Content 2 for Music,Assessment Area 2 for Music,37.24,44.85,27,85.28,78,98.42,63.38,24,21.07,43.56,90,66,W,29,35,97,74,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,B,A,11,Subject Content 3 for Music,Assessment Area 3 for Music,14.93,15.07,12,5.45,69,54.88,14.18,16,7.43,7.53,88,39,W,46,76,96,99,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,D,C,3,Subject Content 4 for Music,Assessment Area 4 for Music,40.55,43.14,76,60.24,70,29.33,11.84,52,14.5,10.01,15,24,W,81,38,37,40,Distinction
"Christ King Catholic School, Bass Hill",2022,24,First Name 24,Last Name 24,6,Class 6,Music,A,Z,16,Subject Content 5 for Music,Assessment Area 5 for Music,11.5,59.15,90,75.47,48,11.04,28.81,39,79.83,67.42,33,38,W,98,62,47,71,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,A,D,10,Subject Content 1 for Art,Assessment Area 1 for Art,68.02,63.39,77,34.82,18,77.1,7.37,26,18.38,2.29,19,47,W,86,3,98,82,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,B,22,Subject Content 2 for Art,Assessment Area 2 for Art,81.73,66.12,27,27.56,49,59.39,48.7,89,94.65,22.7,42,50,W,42,14,4,19,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,A,C,25,Subject Content 3 for Art,Assessment Area 3 for Art,7.45,43.79,38,53.23,37,92.62,17.39,59,75.33,18.4,25,23,W,74,39,6,47,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,C,11,Subject Content 4 for Art,Assessment Area 4 for Art,92.93,80.32,38,2.98,38,12.97,10.41,75,75.92,75.49,55,62,W,2,2,3,82,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,D,12,Subject Content 5 for Art,Assessment Area 5 for Art,29.37,47.92,53,90.6,15,35.11,18.31,87,25.64,76.62,34,50,W,62,51,86,83,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,B,D,16,Subject Content 6 for Art,Assessment Area 6 for Art,47.84,4.85,24,10.89,11,70.42,11.77,72,53.18,61.43,4,63,W,88,42,28,57,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,B,B,13,Subject Content 7 for Art,Assessment Area 7 for Art,23.39,46.1,14,16.03,10,34.19,19.03,82,51.8,87.22,52,18,W,44,68,73,56,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,D,A,19,Subject Content 8 for Art,Assessment Area 8 for Art,80.05,55.6,97,73.45,54,90.2,13.35,45,92.63,0.69,18,45,W,76,69,10,69,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,A,7,Subject Content 9 for Art,Assessment Area 9 for Art,68.74,15.1,60,12.58,31,31.15,98.5,73,42.4,36.8,49,90,W,14,88,82,49,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,C,15,Subject Content 10 for Art,Assessment Area 10 for Art,42.72,46.73,19,83.28,59,84.46,64.34,40,8.88,86.41,97,88,W,78,49,92,92,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,A,C,18,Subject Content 1 for Art,Assessment Area 1 for Art,26.71,55.1,74,69.97,50,62.02,76.56,92,73.09,13.18,44,9,W,86,78,40,77,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,A,2,Subject Content 2 for Art,Assessment Area 2 for Art,48.9,62.11,55,66.78,49,47.57,90.73,60,37.01,96,81,5,W,65,26,32,68,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,C,8,Subject Content 3 for Art,Assessment Area 3 for Art,34.6,0.86,88,13.41,57,15.56,30.3,91,37.62,23.41,33,22,W,97,23,100,48,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,D,A,1,Subject Content 4 for Art,Assessment Area 4 for Art,34.31,21.78,42,38.85,99,83.86,16.11,26,57.07,69.82,33,4,W,50,67,41,18,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,D,A,14,Subject Content 5 for Art,Assessment Area 5 for Art,23.74,9.07,43,54.08,19,90.87,96.16,51,95.26,94.02,87,41,W,28,94,34,87,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,D,Z,21,Subject Content 6 for Art,Assessment Area 6 for Art,64.4,17.82,69,41.82,50,26.19,53.39,95,36.75,68.15,82,30,W,73,93,27,32,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,C,23,Subject Content 7 for Art,Assessment Area 7 for Art,83.5,85.21,12,9.86,65,42.8,39.14,62,65.82,4.79,56,43,W,31,14,48,88,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,Z,4,Subject Content 8 for Art,Assessment Area 8 for Art,47.25,96.03,43,85.43,44,17.34,78.74,69,41.8,8.64,24,76,W,56,28,5,93,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,Z,24,Subject Content 9 for Art,Assessment Area 9 for Art,94.61,45.56,65,91.7,93,4.56,97.94,85,7.08,99.19,38,43,W,5,53,76,49,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,C,20,Subject Content 10 for Art,Assessment Area 10 for Art,67.95,37.05,64,73.05,81,91.49,71.25,48,40.54,11.13,66,35,W,3,39,9,12,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,D,Z,9,Subject Content 1 for Art,Assessment Area 1 for Art,89.35,98.6,69,84.76,71,45.51,25.58,82,48.61,66.6,90,21,W,3,4,44,11,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,Z,17,Subject Content 2 for Art,Assessment Area 2 for Art,99.32,53.32,70,51.32,53,85.09,52.36,33,95,3.27,24,34,W,21,87,57,58,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,D,6,Subject Content 3 for Art,Assessment Area 3 for Art,43.38,62.04,48,23.1,57,1.96,34.01,69,55.07,23.98,5,74,W,53,30,43,92,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,C,B,3,Subject Content 4 for Art,Assessment Area 4 for Art,65.58,39.33,93,68.18,99,59.21,56.92,44,14.63,88.8,35,6,W,22,14,31,58,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Art,B,A,5,Subject Content 5 for Art,Assessment Area 5 for Art,37.88,65.05,23,50.7,19,98.72,96.13,20,70.88,63.22,19,57,W,5,55,28,71,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,D,19,Subject Content 1 for Music,Assessment Area 1 for Music,64.34,4.01,98,99.84,37,58.38,91.31,38,93.48,36.47,57,40,W,23,87,88,15,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,A,15,Subject Content 2 for Music,Assessment Area 2 for Music,18.92,26.54,51,46.23,31,95.88,33.4,90,48.6,66.87,10,97,W,85,87,99,47,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,C,17,Subject Content 3 for Music,Assessment Area 3 for Music,83.04,90.33,49,90.94,26,96.68,38.29,63,69.24,59.61,22,15,W,97,41,90,5,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,B,A,6,Subject Content 4 for Music,Assessment Area 4 for Music,90.71,53.56,69,45.53,41,18.87,48.86,46,51.93,64.63,84,6,W,23,40,54,48,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,B,C,8,Subject Content 5 for Music,Assessment Area 5 for Music,71.04,30.05,57,38.28,10,41.61,71.28,90,56.7,69.43,78,16,W,31,7,29,28,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,A,10,Subject Content 6 for Music,Assessment Area 6 for Music,78.46,13.75,27,41.71,65,85.85,69.19,55,43.22,35.18,42,57,W,21,88,51,45,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,Z,9,Subject Content 7 for Music,Assessment Area 7 for Music,97.61,55.7,40,69.25,69,25.9,88.22,59,88.27,25.61,2,89,W,53,96,37,80,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,D,11,Subject Content 8 for Music,Assessment Area 8 for Music,80.42,68.59,36,42.07,87,37.89,3.18,53,81.94,41.6,54,44,W,57,85,52,67,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,C,18,Subject Content 9 for Music,Assessment Area 9 for Music,28.61,50.56,46,51.87,81,13.75,34.89,98,33.35,22.42,1,9,W,86,19,87,31,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,Z,4,Subject Content 10 for Music,Assessment Area 10 for Music,41.34,59.41,78,40.17,99,95.99,83.43,21,97.85,6.71,3,20,W,17,37,100,45,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,C,2,Subject Content 1 for Music,Assessment Area 1 for Music,10.53,86.34,53,14.19,34,93.42,49.3,80,97.41,9.58,88,70,W,63,82,59,34,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,B,5,Subject Content 2 for Music,Assessment Area 2 for Music,84.08,55.18,69,48.48,43,57.23,94.74,75,33.36,49.9,95,78,W,75,35,80,87,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,Z,22,Subject Content 3 for Music,Assessment Area 3 for Music,33.32,54.81,77,23.49,77,77.43,27.69,86,19.81,22.08,66,15,W,89,24,95,35,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,D,25,Subject Content 4 for Music,Assessment Area 4 for Music,71.4,4.38,68,73.7,27,84.66,95.2,25,38.79,44.47,90,94,W,5,56,10,39,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,A,16,Subject Content 5 for Music,Assessment Area 5 for Music,76.82,8.23,78,63.85,71,27.18,60.72,20,35.23,57.27,14,10,W,11,24,65,26,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,Z,24,Subject Content 6 for Music,Assessment Area 6 for Music,70.05,66,76,95.01,69,84.33,66.46,32,10.55,70.1,43,98,W,37,46,71,54,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,A,7,Subject Content 7 for Music,Assessment Area 7 for Music,7.9,6.06,85,68.91,12,73.59,28.68,50,57.68,10.45,53,8,W,35,90,38,3,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,B,D,1,Subject Content 8 for Music,Assessment Area 8 for Music,70.21,1.06,75,86.23,77,9.76,40.47,81,27.86,25.3,48,40,W,32,68,87,45,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,C,21,Subject Content 9 for Music,Assessment Area 9 for Music,3.98,82.67,28,31.66,29,78.07,39.4,39,24.52,30.94,87,94,W,81,13,82,75,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,A,D,14,Subject Content 10 for Music,Assessment Area 10 for Music,1.78,62.8,33,4.92,46,73.81,43.99,47,34.37,22.89,54,52,W,15,8,74,6,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,B,C,20,Subject Content 1 for Music,Assessment Area 1 for Music,38.04,99.81,13,95.29,32,45.8,71.42,87,53.77,11.07,66,20,W,76,57,37,28,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,C,3,Subject Content 2 for Music,Assessment Area 2 for Music,2.72,19.7,50,58.76,99,94.54,27.44,52,38.85,61.99,35,4,W,89,77,31,6,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,Z,23,Subject Content 3 for Music,Assessment Area 3 for Music,60.68,39.01,67,49.02,22,16.3,78.11,60,81.42,0.65,71,91,W,32,80,80,25,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,C,D,12,Subject Content 4 for Music,Assessment Area 4 for Music,91.03,97.9,69,32.56,63,79.05,20.21,17,86.82,18.77,28,35,W,94,79,11,10,Distinction
"Christ King Catholic School, Bass Hill",2022,25,First Name 25,Last Name 25,1,Class 1,Music,D,D,13,Subject Content 5 for Music,Assessment Area 5 for Music,92.05,58.97,78,13.45,78,39.57,56.85,77,89.75,15.93,56,92,W,76,23,50,67,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,B,D,18,Subject Content 1 for Art,Assessment Area 1 for Art,75.66,69.29,87,62.55,40,11.16,33.14,69,0.84,63.16,87,84,W,34,33,89,36,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,D,4,Subject Content 2 for Art,Assessment Area 2 for Art,45.93,52.81,98,6.44,38,4.68,49.68,97,98.66,49.54,32,79,W,22,52,71,57,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,D,C,7,Subject Content 3 for Art,Assessment Area 3 for Art,90.3,22.69,98,7.27,74,72.8,53.01,89,41.85,20.7,84,43,W,100,77,69,43,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,D,15,Subject Content 4 for Art,Assessment Area 4 for Art,12.75,4.15,92,31.11,73,77.53,95.51,10,94.02,62.82,7,36,W,7,74,31,34,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,D,C,2,Subject Content 5 for Art,Assessment Area 5 for Art,20.83,10.26,95,74.5,70,38.23,30.8,68,41.63,79.6,22,75,W,35,33,57,63,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,C,16,Subject Content 6 for Art,Assessment Area 6 for Art,59.13,30.17,79,40.47,33,55.86,51.76,68,97.42,20.41,30,28,W,47,47,38,70,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,A,A,21,Subject Content 7 for Art,Assessment Area 7 for Art,37.42,26.07,10,70.54,27,47.7,45.92,63,93.1,82.45,2,6,W,45,5,59,5,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,D,20,Subject Content 8 for Art,Assessment Area 8 for Art,69.33,44.18,45,45.5,92,55.83,28.48,40,44.89,58.78,69,6,W,34,97,96,38,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,D,D,6,Subject Content 9 for Art,Assessment Area 9 for Art,23.72,29.21,62,50.11,97,95.08,57.34,89,28.57,27.27,44,23,W,2,51,13,2,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,A,A,13,Subject Content 10 for Art,Assessment Area 10 for Art,38.87,75.43,41,93.03,56,83.69,76.26,87,24.84,33.86,52,61,W,44,96,94,50,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,D,B,19,Subject Content 1 for Art,Assessment Area 1 for Art,37.33,27,34,28.26,73,54.16,54.2,62,46.77,22.79,38,46,W,79,72,76,72,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,D,11,Subject Content 2 for Art,Assessment Area 2 for Art,44.87,25.01,82,24.88,89,65.12,7.45,74,31.42,3.92,10,27,W,36,6,11,65,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,C,C,5,Subject Content 3 for Art,Assessment Area 3 for Art,73.86,62,57,53.03,64,58.76,2.21,51,42.4,83.83,18,17,W,64,19,40,94,Distinction
"Christ King Catholic School, Bass Hill",2022,26,First Name 26,Last Name 26,2,Class 2,Art,D,C,10,Subject Content 4 for Art,Assessment Area 4 for Art,30.68,98.17,92,77.89,32,82.82,89.01,76,72.49,21.19,72,26,W,64,44,41,95,Distinction
